route_id,route_name,stop_name,transport_type,timestamp,ridership,traffic_congestion_index
47141,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,213,0.46
47141,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,331,0.41
47141,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,265,0.19
47141,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,136,0.39
47141,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,352,0.14
47141,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,394,0.4
47142,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,373,0.4
47142,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,380,0.47
47142,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,176,0.22
47142,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,157,0.2
47142,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,113,0.45
47142,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,180,0.13
47142,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,381,0.49
47142,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,224,0.4
47142,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,253,0.23
47142,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,168,0.4
47142,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,327,0.21
47142,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,62,0.38
47142,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,134,0.13
47143,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,373,0.39
47143,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,60,0.3
47143,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,348,0.11
47143,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,198,0.13
47143,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,121,0.19
47143,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,227,0.15
47143,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,231,0.24
47143,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,72,0.32
47143,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,354,0.34
47143,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,118,0.1
47143,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,71,0.27
47143,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,371,0.15
47143,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,179,0.4
47144,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,227,0.41
47144,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,200,0.13
47144,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,60,0.31
47144,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,166,0.32
47144,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,286,0.4
47144,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,120,0.12
47144,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,148,0.19
47144,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,110,0.47
47144,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,166,0.45
47144,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,59,0.22
47144,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,365,0.15
47144,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,88,0.42
47144,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,150,0.22
47145,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,76,0.48
47145,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,149,0.46
47145,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,100,0.14
47145,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,104,0.13
47145,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,82,0.49
47145,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,156,0.2
47145,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,212,0.19
47145,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,329,0.38
47145,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,72,0.23
47145,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,159,0.34
47145,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,306,0.48
47145,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,81,0.4
47145,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,121,0.3
47146,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,80,0.15
47146,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,53,0.12
47146,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,366,0.43
47146,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,318,0.41
47146,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,212,0.49
47146,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,295,0.21
47146,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,316,0.33
47146,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,356,0.46
47146,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,204,0.49
47146,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,212,0.15
47146,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,269,0.37
47146,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,132,0.28
47146,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,252,0.3
47147,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,293,0.49
47147,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,198,0.47
47147,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,110,0.3
47147,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,145,0.14
47147,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,138,0.33
47147,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,78,0.34
47147,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,75,0.44
47147,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,91,0.4
47147,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,50,0.27
47147,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,144,0.17
47147,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,74,0.37
47147,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,109,0.36
47147,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,148,0.33
47148,LPI-HYB,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,175,0.22
47148,LPI-HYB,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,114,0.18
47148,LPI-HYB,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,239,0.28
47148,LPI-HYB,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,216,0.23
47148,LPI-HYB,BORABANDA,MMTS_Train,2024-11-21 04:00:00,351,0.26
47148,LPI-HYB,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,166,0.28
47148,LPI-HYB,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,336,0.36
47148,LPI-HYB,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,178,0.39
47148,LPI-HYB,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,232,0.47
47148,LPI-HYB,NECKLACE ROAD,MMTS_Train,2024-11-21 04:00:00,296,0.33
47148,LPI-HYB,KHAIRATABAD,MMTS_Train,2024-11-21 04:00:00,236,0.39
47148,LPI-HYB,LAKDIKAPUL,MMTS_Train,2024-11-21 04:00:00,344,0.18
47148,LPI-HYB,HYDERABAD,MMTS_Train,2024-11-21 04:00:00,248,0.27
47149,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,349,0.1
47149,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,347,0.43
47149,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,65,0.12
47149,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,173,0.28
47149,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,150,0.29
47149,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,386,0.19
47149,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,242,0.27
47149,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,144,0.12
47149,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,131,0.38
47149,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,215,0.11
47149,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,211,0.31
47149,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,241,0.31
47149,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,72,0.29
47149,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,295,0.24
47149,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,205,0.22
47149,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,349,0.19
47149,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,192,0.21
47149,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,257,0.41
47149,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,390,0.34
47149,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,282,0.18
47149,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,130,0.11
47149,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,398,0.39
47150,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,268,0.13
47150,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,304,0.4
47150,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,80,0.22
47150,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,233,0.31
47150,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,77,0.35
47150,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,199,0.2
47150,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,281,0.21
47150,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,302,0.16
47150,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,386,0.11
47150,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,363,0.21
47150,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,124,0.4
47150,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,251,0.42
47150,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,120,0.27
47150,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,330,0.32
47150,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,260,0.13
47150,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,85,0.3
47150,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,226,0.19
47150,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,194,0.44
47150,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,200,0.26
47150,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,398,0.11
47150,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,247,0.44
47150,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,195,0.36
47151,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,86,0.2
47151,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,138,0.27
47151,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,215,0.21
47151,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,102,0.39
47151,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,246,0.3
47151,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,96,0.13
47151,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,112,0.16
47151,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,268,0.12
47151,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,324,0.3
47151,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,72,0.12
47151,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,217,0.25
47151,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,313,0.49
47151,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,232,0.15
47151,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,260,0.21
47151,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,230,0.29
47151,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,338,0.16
47151,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,352,0.15
47151,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,102,0.43
47151,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,108,0.26
47151,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,261,0.42
47151,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,397,0.14
47151,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,195,0.35
47152,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,242,0.25
47152,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,372,0.47
47152,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,101,0.24
47152,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,95,0.24
47152,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,333,0.31
47152,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,196,0.38
47152,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,75,0.21
47152,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,230,0.38
47152,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,381,0.31
47152,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,55,0.13
47152,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,232,0.45
47152,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,321,0.19
47152,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,237,0.28
47152,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,256,0.38
47152,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,53,0.37
47152,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,158,0.44
47152,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,108,0.28
47152,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,265,0.37
47152,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,271,0.23
47152,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,80,0.42
47152,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,367,0.12
47152,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,152,0.16
47153,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,199,0.35
47153,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,351,0.36
47153,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,90,0.4
47153,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,101,0.47
47153,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,328,0.28
47153,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,92,0.33
47153,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,53,0.15
47153,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,135,0.26
47153,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,170,0.36
47153,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,124,0.13
47153,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,306,0.29
47153,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,351,0.13
47153,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,83,0.33
47153,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,101,0.16
47153,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,280,0.34
47153,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,317,0.18
47153,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,259,0.48
47153,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,73,0.38
47153,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,290,0.35
47153,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,364,0.3
47153,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,365,0.13
47153,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,93,0.23
47154,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,136,0.27
47154,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,192,0.23
47154,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,166,0.41
47154,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,263,0.27
47154,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,66,0.39
47154,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,66,0.28
47154,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,145,0.13
47154,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,208,0.44
47154,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,343,0.29
47154,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,369,0.46
47154,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,348,0.36
47154,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,50,0.17
47154,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,232,0.21
47154,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,395,0.12
47154,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,182,0.49
47154,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,217,0.15
47154,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,140,0.26
47154,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,361,0.16
47154,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,193,0.17
47154,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,379,0.29
47154,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,193,0.27
47154,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,360,0.23
47155,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,63,0.47
47155,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,251,0.34
47155,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,152,0.31
47155,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,376,0.47
47155,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,278,0.3
47155,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,282,0.33
47155,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,104,0.46
47155,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,262,0.11
47155,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,130,0.47
47155,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,108,0.36
47155,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,197,0.23
47155,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,375,0.4
47155,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,166,0.34
47155,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,170,0.21
47155,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,134,0.32
47155,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,262,0.43
47155,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,137,0.22
47155,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,236,0.14
47155,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,171,0.19
47155,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,112,0.13
47155,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,398,0.37
47155,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,197,0.29
47156,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,329,0.17
47156,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,208,0.42
47156,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,194,0.17
47156,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,86,0.27
47156,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,374,0.36
47156,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,87,0.27
47156,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,295,0.15
47156,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,187,0.16
47156,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,53,0.46
47156,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,60,0.24
47156,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,321,0.19
47156,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,75,0.12
47156,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,349,0.43
47156,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,135,0.48
47156,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,208,0.32
47156,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,232,0.46
47156,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,214,0.44
47156,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,300,0.46
47156,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,97,0.36
47156,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,57,0.27
47156,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,368,0.11
47156,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,215,0.35
47157,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,60,0.37
47157,FM-LPI,HUPPUGUDA,MMTS_Train,2024-11-21 04:00:00,279,0.21
47157,FM-LPI,YAKUTPURA,MMTS_Train,2024-11-21 04:00:00,122,0.18
47157,FM-LPI,DABIRPURA,MMTS_Train,2024-11-21 04:00:00,54,0.21
47157,FM-LPI,MALAKPET,MMTS_Train,2024-11-21 04:00:00,315,0.4
47157,FM-LPI,KACHEGUDA,MMTS_Train,2024-11-21 04:00:00,380,0.22
47157,FM-LPI,VIDYA NAGAR,MMTS_Train,2024-11-21 04:00:00,164,0.27
47157,FM-LPI,JAMAI OSMANIA,MMTS_Train,2024-11-21 04:00:00,140,0.12
47157,FM-LPI,ARTS COLLEGE,MMTS_Train,2024-11-21 04:00:00,240,0.45
47157,FM-LPI,SITAFALMANDI,MMTS_Train,2024-11-21 04:00:00,50,0.24
47157,FM-LPI,SECUNDERABAD,MMTS_Train,2024-11-21 04:00:00,234,0.23
47157,FM-LPI,JAMES STREET,MMTS_Train,2024-11-21 04:00:00,290,0.32
47157,FM-LPI,SANJEEVAIAH PARK,MMTS_Train,2024-11-21 04:00:00,249,0.16
47157,FM-LPI,BEGUMPET,MMTS_Train,2024-11-21 04:00:00,188,0.37
47157,FM-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 04:00:00,108,0.37
47157,FM-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 04:00:00,265,0.42
47157,FM-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 04:00:00,288,0.38
47157,FM-LPI,BORABANDA,MMTS_Train,2024-11-21 04:00:00,319,0.29
47157,FM-LPI,HITECH CITY,MMTS_Train,2024-11-21 04:00:00,69,0.31
47157,FM-LPI,HAFIZPETA,MMTS_Train,2024-11-21 04:00:00,130,0.46
47157,FM-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 04:00:00,198,0.19
47157,FM-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 04:00:00,164,0.37
47158,FM-LPI,FALAKNUMA,MMTS_Train,2024-11-21 04:00:00,52,0.2
